days,date,Game,Watch time,Stream time,Peak viewers,Peak channels,Streamers,Average viewers,Average channels,Average viewer ratio,Followers gained,Views gained
7d,3/08/19,PLAYERUNKNOWN'S BATTLEGROUNDS,"266,000,000",10539960,80497,1503,28022,26356,1045,25.21,137067,7219484
7d,3/08/19,Call of Duty: Black Ops 4,"177,000,000",12149640,141895,2210,39992,17532,1205,14.55,75667,3960208
7d,3/10/19,Fortnite,"1,390,000,000",1.13E+08,424746,23114,366577,137719,11253,12.24,1464606,23512615
7d,3/10/19,Apex Legends,"1,070,000,000",62710860,228830,9660,207715,105840,6221,17.01,515676,18397528
7d,3/10/19,PLAYERUNKNOWN'S BATTLEGROUNDS,"290,000,000",10902780,113196,1591,28534,28733,1081,26.57,157775,8326250
7d,3/10/19,Call of Duty: Black Ops 4,"102,000,000",11671620,25296,2117,38008,10119,1157,8.74,56154,1333265
7d,3/11/19,Fortnite,"1,370,000,000",1.14E+08,361793,23114,367044,136101,11312,12.03,1492172,23023006
7d,3/11/19,Apex Legends,"1,040,000,000",61190640,228830,9660,203145,103063,6070,16.98,510443,17833344
7d,3/11/19,PLAYERUNKNOWN'S BATTLEGROUNDS,"293,000,000",10950720,113196,1591,28606,29079,1086,26.77,158400,8310275
7d,3/11/19,Call of Duty: Black Ops 4,"102,000,000",11589600,25296,2005,37566,10157,1149,8.83,53814,1227285
7d,3/12/19,Fortnite,"1,370,000,000",1.13E+08,361793,23114,364577,135760,11198,12.12,1477235,23295839
7d,3/12/19,Apex Legends,"989,000,000",59301660,166519,9660,198044,98111,5883,16.68,489012,17325174
7d,3/12/19,PLAYERUNKNOWN'S BATTLEGROUNDS,"292,000,000",10925700,113196,1591,28621,28920,1083,26.68,157335,8470885
7d,3/12/19,Call of Duty: Black Ops 4,"99,474,060",11409120,25296,1998,37042,9868,1131,8.72,52747,1266673
7d,3/13/19,Fortnite,"1,380,454,020",112730460,361793,23114,362980,136949,11183,12.25,1448601,23361681
7d,3/13/19,Apex Legends,"931,513,680",57469320,166519,9268,193120,92412,5701,16.21,430920,16196972
7d,3/13/19,PLAYERUNKNOWN'S BATTLEGROUNDS,"283,081,500",10911180,113196,1591,28528,28083,1082,25.94,158773,8110142
7d,3/13/19,Call of Duty: Black Ops 4,"95,475,600",11221860,25296,1995,36567,9471,1113,8.51,51131,1192351
7d,3/15/19,Fortnite,"1,385,796,960",113182620,337962,23114,360490,137479,11228,12.24,1380099,22027651
7d,3/15/19,Apex Legends,"838,150,680",54236640,161219,8588,182381,83149,5380,15.45,370359,14258469
7d,3/15/19,PLAYERUNKNOWN'S BATTLEGROUNDS,"253,967,880",10792920,68514,1591,28360,25195,1070,23.53,151887,6472652
7d,3/15/19,Call of Duty: Black Ops 4,"86,837,820",11090220,23157,1995,35641,8614,1100,7.83,49481,1167478
7d,3/16/19,Fortnite,"1,380,000,000",1.14E+08,337962,23114,360315,137354,11271,12.19,1345392,21605564
7d,3/16/19,Apex Legends,"790,000,000",52646400,146980,8588,177747,78369,5222,15.01,360025,13729676
7d,3/16/19,PLAYERUNKNOWN'S BATTLEGROUNDS,"250,000,000",10824840,68514,1591,28429,24825,1073,23.12,146311,6490834
7d,3/16/19,Call of Duty: Black Ops 4,"97,789,740",11059380,80394,1995,35291,9701,1097,8.84,56966,1461245
7d,3/17/19,Fortnite,"1,390,000,000",1.13E+08,337962,22127,361355,138095,11220,12.31,1304943,21355079
7d,3/17/19,Apex Legends,"759,000,000",50585940,136234,8161,172972,75278,5018,15,347687,13654339
7d,3/17/19,PLAYERUNKNOWN'S BATTLEGROUNDS,"250,000,000",10866660,68514,1681,28533,24766,1078,22.97,145639,6394318
7d,3/17/19,Call of Duty: Black Ops 4,"133,000,000",11012700,107439,1995,35034,13210,1092,12.09,65224,1843109
7d,3/18/19,Fortnite,"1,360,000,000",1.12E+08,311847,22127,358856,134491,11069,12.15,1256009,21282944
7d,3/18/19,Apex Legends,"709,000,000",48358920,136234,7980,167272,70309,4797,14.66,340277,12969445
7d,3/18/19,PLAYERUNKNOWN'S BATTLEGROUNDS,"247,000,000",10885680,68514,1681,28499,24531,1079,22.72,146834,6333284
7d,3/18/19,Call of Duty: Black Ops 4,"158,000,000",10838820,107439,1948,34528,15711,1075,14.61,67787,2180472
7d,3/19/19,Fortnite,"1,370,000,000",1.11E+08,311847,22127,359743,136211,11025,12.35,1228656,21988377
7d,3/19/19,Apex Legends,"654,000,000",46922220,112364,7980,163513,64925,4654,13.95,317605,12690028
7d,3/19/19,PLAYERUNKNOWN'S BATTLEGROUNDS,"246,000,000",10921860,68514,1681,28622,24430,1083,22.55,147228,6308051
7d,3/19/19,Call of Duty: Black Ops 4,"158,000,000",10668780,107439,1948,34181,15667,1058,14.8,67216,2168475
7d,3/20/19,Fortnite,"1,340,000,000",1.10E+08,311847,22127,358784,132674,10960,12.1,1202813,22037143
7d,3/20/19,Apex Legends,"711,000,000",47339280,303666,10439,162503,70512,4696,15.01,356059,14430221
7d,3/20/19,PLAYERUNKNOWN'S BATTLEGROUNDS,"247,000,000",10945320,73069,1681,28604,24454,1085,22.52,153662,6456606
7d,3/20/19,Call of Duty: Black Ops 4,"158,000,000",10653840,107439,1911,33947,15706,1056,14.86,66881,2209146
7d,3/21/19,Fortnite,"1,303,769,640",109507800,311847,22127,356923,129342,10863,11.91,1245007,21657219
7d,3/21/19,Apex Legends,"747,683,220",48312780,303666,10439,163088,74174,4792,15.48,361164,15225413
7d,3/21/19,PLAYERUNKNOWN'S BATTLEGROUNDS,"247,751,640",10945320,75818,1681,28572,24578,1085,22.64,154490,6591350
7d,3/21/19,Call of Duty: Black Ops 4,"157,877,940",10592280,107439,1911,33940,15662,1050,14.91,66559,2210043
7d,3/22/19,Fortnite,"1,268,571,780",109077300,311847,22127,355954,125850,10821,11.63,1231717,21227475
7d,3/22/19,Apex Legends,"757,419,960",48477000,303666,10439,162163,75140,4809,15.62,375158,15400510
7d,3/22/19,PLAYERUNKNOWN'S BATTLEGROUNDS,"270,180,060",10968240,93332,1681,28594,26803,1088,24.63,164069,7235704
7d,3/22/19,Call of Duty: Black Ops 4,"160,056,360",10559520,107439,1911,33727,15878,1047,15.16,66570,2210436
7d,3/25/19,Fortnite,"1,220,273,880",108148140,297165,22697,351936,121058,10728,11.28,1266111,21521314
7d,3/25/19,Apex Legends,"737,797,800",48589560,303666,10439,159905,73194,4820,15.18,353919,15083414
7d,3/25/19,PLAYERUNKNOWN'S BATTLEGROUNDS,"314,882,880",10898340,93332,1564,28579,31238,1081,28.89,179107,8959945
7d,3/25/19,Call of Duty: Black Ops 4,"84,825,660",10447920,24450,1950,33444,8415,1036,8.12,49301,1285496
7d,3/26/19,Fortnite,"1,214,065,620",108230700,297165,22697,351842,120443,10737,11.22,1300289,21259295
7d,3/26/19,Apex Legends,"737,693,820",48412380,303666,10439,159795,73183,4802,15.24,354399,14667858
7d,3/26/19,PLAYERUNKNOWN'S BATTLEGROUNDS,"302,812,680",10844400,93332,1564,28565,30040,1075,27.92,176620,8454830
7d,3/26/19,Call of Duty: Black Ops 4,"89,794,500",10522020,38141,1950,33578,8908,1043,8.53,49718,1267311
7d,3/27/19,Fortnite,"1,233,672,720",108041280,297165,22697,352484,122388,10718,11.42,1317580,21023163
7d,3/27/19,Apex Legends,"677,513,400",46358520,142043,9346,156452,67213,4599,14.61,313064,13551452
7d,3/27/19,PLAYERUNKNOWN'S BATTLEGROUNDS,"296,523,720",10788900,93332,1564,28433,29417,1070,27.48,164514,8343431
7d,3/27/19,Call of Duty: Black Ops 4,"104,477,520",10456560,50081,1950,33805,10364,1037,9.99,50633,1401467
7d,3/28/19,Fortnite,"1,267,156,740",108601740,297165,22697,351914,125709,10773,11.67,1279920,21117498
7d,3/28/19,Apex Legends,"623,833,800",44088840,119683,7462,151338,61888,4373,14.15,302411,12376682
7d,3/28/19,PLAYERUNKNOWN'S BATTLEGROUNDS,"289,825,740",10913640,93332,1564,28574,28752,1082,26.56,160740,7951181
7d,3/28/19,Call of Duty: Black Ops 4,"124,303,680",10597080,50081,1950,34258,12331,1051,11.73,54833,1510606
7d,3/29/19,Fortnite,"1,288,025,160",109590540,297165,22697,352165,127780,10872,11.75,1290446,21564691
7d,3/29/19,Apex Legends,"600,203,880",42603840,111055,6854,147055,59544,4226,14.09,279451,12399892
7d,3/29/19,PLAYERUNKNOWN'S BATTLEGROUNDS,"279,426,900",10889940,92828,1644,28584,27720,1080,25.66,151292,7635918
7d,3/29/19,Call of Duty: Black Ops 4,"127,304,400",10662720,50081,1950,34502,12629,1057,11.94,55407,1477881
7d,4/01/19,Fortnite,"1,368,681,720",110963580,392338,23473,356912,135781,11008,12.33,1280282,22435231
7d,4/01/19,Apex Legends,"576,099,960",38997420,130666,5983,136686,57152,3868,14.77,284505,12659043
7d,4/01/19,PLAYERUNKNOWN'S BATTLEGROUNDS,"267,061,980",11309580,92828,1730,29357,26494,1121,23.61,145154,9010306
7d,4/01/19,Call of Duty: Black Ops 4,"124,030,620",11120700,50081,2102,35828,12304,1103,11.15,55422,1307574
7d,4/02/19,Fortnite,"1,388,652,480",110733180,392338,23473,358739,137763,10985,12.54,1255630,22637590
7d,4/02/19,Apex Legends,"564,250,740",37912860,130666,5983,133412,55977,3761,14.88,274415,12454895
7d,4/02/19,PLAYERUNKNOWN'S BATTLEGROUNDS,"275,718,600",11492460,92828,1730,29560,27353,1140,23.99,146720,9115317
7d,4/02/19,Call of Duty: Black Ops 4,"126,021,000",11213340,60162,2102,36085,12502,1112,11.24,55081,1295566
7d,4/04/19,Fortnite,"1,386,523,080",110923860,392338,23473,364258,137551,11004,12.5,1232663,22499308
7d,4/04/19,Apex Legends,"557,513,700",35559300,170913,5765,126642,55308,3527,15.68,269810,13430196
7d,4/04/19,PLAYERUNKNOWN'S BATTLEGROUNDS,"281,743,320",11654340,92828,1730,30179,27950,1156,24.17,144865,8828518
7d,4/04/19,Call of Duty: Black Ops 4,"122,429,700",11691720,72152,2218,38007,12145,1159,10.47,56695,1432873
7d,4/05/19,Fortnite,"1,374,012,540",109862460,392338,23473,364379,136310,10899,12.51,1252638,22517665
7d,4/05/19,Apex Legends,"542,472,480",34857300,170913,5765,124281,53816,3458,15.56,269909,12953438
7d,4/05/19,PLAYERUNKNOWN'S BATTLEGROUNDS,"279,829,380",11797080,86103,1730,30370,27760,1170,23.72,146453,8963469
7d,4/05/19,Call of Duty: Black Ops 4,"128,475,720",11833980,72152,2218,38694,12745,1174,10.86,59295,1514508
7d,4/07/19,Fortnite,"1,370,000,000",1.08E+08,392338,21968,363159,135684,10731,12.64,1251318,21995799
7d,4/07/19,Apex Legends,"495,000,000",33478320,170913,5081,119398,49151,3321,14.8,230477,10838620
7d,4/07/19,PLAYERUNKNOWN'S BATTLEGROUNDS,"266,000,000",11670480,86103,1785,30124,26359,1157,22.77,136952,7040089
7d,4/07/19,Call of Duty: Black Ops 4,"132,000,000",12072960,72152,2218,39736,13133,1197,10.97,63336,1491518
7d,4/08/19,Fortnite,"1,360,000,000",1.08E+08,319439,21968,363373,134893,10666,12.65,1240392,22110973
7d,4/08/19,Apex Legends,"491,000,000",32790420,170913,5000,117353,48745,3253,14.98,230357,10800669
7d,4/08/19,PLAYERUNKNOWN'S BATTLEGROUNDS,"258,000,000",11637000,79824,1785,29993,25590,1154,22.17,133039,7250577
7d,4/08/19,Call of Duty: Black Ops 4,"138,000,000",12165420,72152,2218,40310,13675,1206,11.33,67440,1591381
7d,4/09/19,Fortnite,"1,346,432,640",107443980,319439,21968,366225,133574,10659,12.53,1279333,21873650
7d,4/09/19,Apex Legends,"474,224,700",32414760,170913,5000,116333,47046,3215,14.63,232143,10664130
7d,4/09/19,PLAYERUNKNOWN'S BATTLEGROUNDS,"259,946,220",11611200,79824,1785,30085,25788,1151,22.39,135133,7320347
7d,4/09/19,Call of Duty: Black Ops 4,"138,061,500",12221220,72152,2218,40789,13696,1212,11.3,70362,1643838
7d,4/11/19,Fortnite,"1,319,606,880",106212780,319439,21968,364801,130913,10536,12.42,1371153,22302474
7d,4/11/19,Apex Legends,"411,825,240",32039340,86916,4914,115413,40855,3178,12.85,216411,8580536
7d,4/11/19,PLAYERUNKNOWN'S BATTLEGROUNDS,"263,175,540",11603940,79824,1785,30065,26108,1151,22.68,139350,7718228
7d,4/11/19,Call of Duty: Black Ops 4,"128,336,940",12288120,71490,2229,41294,12731,1219,10.44,71651,1566752
7d,4/12/19,Fortnite,"1,310,147,580",106710060,319439,21968,366877,129974,10586,12.28,1360138,22034617
7d,4/12/19,Apex Legends,"392,348,820",31558440,82876,4914,114230,38923,3130,12.43,207860,8280666
7d,4/12/19,PLAYERUNKNOWN'S BATTLEGROUNDS,"253,401,480",11558820,79824,1785,30155,25139,1146,21.92,137403,7483089
7d,4/12/19,Call of Duty: Black Ops 4,"129,466,140",12346320,71490,2229,41385,12843,1224,10.49,72029,1726225
7d,4/13/19,Fortnite,"1,300,000,000",1.07E+08,319439,21968,368083,129374,10618,12.18,1358095,22129803
7d,4/13/19,Apex Legends,"374,000,000",31074960,82876,4914,112820,37071,3082,12.03,200383,7905310
7d,4/13/19,PLAYERUNKNOWN'S BATTLEGROUNDS,"246,000,000",11532120,79824,1785,30298,24402,1144,21.33,135708,7205683
7d,4/13/19,Call of Duty: Black Ops 4,"132,000,000",12343980,64942,2229,41294,13070,1224,10.67,73878,1795698
7d,4/14/19,Fortnite,"1,310,000,000",1.07E+08,359947,20982,371527,129709,10614,12.22,1378880,23009294
7d,4/14/19,Apex Legends,"398,000,000",30642960,199116,4561,112404,39465,3039,12.98,221700,10938868
7d,4/14/19,PLAYERUNKNOWN'S BATTLEGROUNDS,"242,000,000",11576580,79824,1714,30545,23969,1148,20.87,132056,6639657
7d,4/14/19,Call of Duty: Black Ops 4,"130,000,000",12421920,64942,2253,41829,12930,1232,10.49,72285,1832344
7d,4/15/19,Fortnite,"1,363,439,280",107550060,463731,20982,371107,135261,10669,12.68,1427829,22743013
7d,4/15/19,Apex Legends,"381,381,900",30431340,199116,4561,111859,37835,3018,12.53,230060,10478740
7d,4/15/19,PLAYERUNKNOWN'S BATTLEGROUNDS,"233,907,420",11579460,69902,1702,30533,23205,1148,20.2,138329,5866361
7d,4/15/19,Call of Duty: Black Ops 4,"125,589,720",12438600,64942,2253,42058,12459,1233,10.1,70044,1728045
7d,4/16/19,Fortnite,"1,380,473,580",109639560,463731,20982,376023,136951,10876,12.59,1440718,23464954
7d,4/16/19,Apex Legends,"365,882,040",30152640,199116,4561,111261,36297,2991,12.13,224009,10027578
7d,4/16/19,PLAYERUNKNOWN'S BATTLEGROUNDS,"226,905,660",11496360,56723,1702,30518,22510,1140,19.74,140800,5758771
7d,4/16/19,Call of Duty: Black Ops 4,"118,816,500",12465660,64942,2253,42481,11787,1236,9.53,69279,1658147
7d,4/17/19,League of Legends,"1,428,872,160",27654120,548157,3856,75185,141753,2743,51.67,424488,31627163
7d,4/17/19,Fortnite,"1,401,945,600",111681240,463731,20982,378379,139081,11079,12.55,1451415,24713261
7d,4/17/19,Grand Theft Auto V,"1,154,391,420",10503900,244148,1843,29044,114522,1042,109.9,561124,18377503
7d,4/17/19,Just Chatting,"836,795,880",12342240,188187,1848,56230,83015,1224,67.8,474470,22594472
7d,4/17/19,Hearthstone,"633,924,120",3610260,132976,671,12061,62889,358,175.59,101275,10402864
7d,4/17/19,Overwatch,"408,734,880",11038560,150129,2534,41319,40549,1095,37.03,90690,5984461
7d,4/17/19,Counter-Strike: Global Offensive,"405,090,000",12283920,313013,2228,50269,40187,1218,32.98,240796,13473514
7d,4/17/19,Dota 2,"402,067,740",6503580,139988,1330,15680,39887,645,61.82,138018,9586681
7d,4/17/19,Apex Legends,"355,260,300",29962800,199116,4557,110492,35244,2972,11.86,212935,9738495
7d,4/17/19,PLAYERUNKNOWN'S BATTLEGROUNDS,"237,665,280",11409420,92054,1702,30319,23577,1131,20.83,147070,6273747
7d,4/17/19,World of Warcraft,"205,682,520",8619780,87910,2226,20900,20405,855,23.86,60937,5608760
7d,4/17/19,Sekiro: Shadows Die Twice,"150,586,140",5113200,52873,839,24493,14939,507,29.45,33152,3348326
7d,4/17/19,Auto Chess,"143,682,840",2066340,49979,324,5448,14254,204,69.53,30650,2675658
7d,4/17/19,FIFA 19,"131,502,660",3515640,45889,944,16198,13045,348,37.41,67225,2186222
7d,4/17/19,Escape From Tarkov,"130,551,840",3967260,36087,749,7074,12951,393,32.91,31416,2549489
7d,4/17/19,Tom Clancy's Rainbow Six: Siege,"123,078,900",10523700,37111,1791,46024,12210,1044,11.7,82621,2806988
7d,4/17/19,Anno 1800,"113,313,240",1716360,73394,854,5399,11241,170,66.02,21372,2925020
7d,4/17/19,Dead by Daylight,"109,793,580",5703600,20216,834,18522,10892,565,19.25,39893,1711744
7d,4/17/19,Call of Duty: Black Ops 4,"107,254,020",12398280,64942,2253,42435,10640,1229,8.65,65805,1438971
7d,4/17/19,Music & Performing Arts,"83,648,640",3288840,16734,425,5813,8298,326,25.43,35654,1655830
7d,4/17/19,Minecraft,"78,780,960",5805360,36014,1039,23125,7815,575,13.57,81537,1610087
7d,4/17/19,Old School RuneScape,"75,806,640",1655760,15495,259,4059,7520,164,45.78,48106,1000524
7d,4/17/19,Magic: The Gathering,"73,598,580",1282800,23493,222,3956,7301,127,57.37,15880,1268513
7d,4/17/19,World War Z,"68,575,140",964620,135162,1127,6010,6803,95,71.09,17386,1912546
7d,4/17/19,Super Smash Bros. Ultimate,"67,748,040",1390920,46200,354,4997,6721,137,48.71,30317,1796476
7d,4/17/19,Rocket League,"65,431,140",3574200,53518,591,22990,6491,354,18.31,42044,1566695
7d,4/17/19,Slots,"64,445,640",529080,17059,95,893,6393,52,121.81,9020,528101
7d,4/17/19,Tom Clancy's The Division 2,"64,064,280",5484420,13934,855,19877,6355,544,11.68,15306,1100146
7d,4/17/19,Twitch Presents,"61,868,700",60480,18126,7,11,6137,6,1022.96,12711,5339633
7d,4/17/19,StarCraft II,"60,739,740",1011060,23035,166,2936,6025,100,60.08,14618,1579012
7d,4/17/19,Talk Shows & Podcasts,"59,281,440",1024920,20960,185,4681,5881,101,57.84,12378,2624359
7d,4/17/19,Poker,"55,111,860",750540,38930,223,1485,5467,74,73.43,17068,1316292
7d,4/17/19,Path of Exile,"51,545,640",2387580,10193,339,5117,5113,236,21.59,11672,873882
7d,4/17/19,Destiny 2,"48,363,420",4131780,11604,856,12180,4797,409,11.71,20866,666931
7d,4/17/19,Art,"47,482,260",3809040,11136,552,12356,4710,377,12.47,29770,984737
7d,4/17/19,ASMR,"40,921,020",527700,8863,75,526,4059,52,77.55,12371,568009
7d,4/17/19,World of Tanks,"40,173,000",1779000,12971,361,4217,3985,176,22.58,19317,1070684
7d,4/17/19,Risk of Rain 2,"40,086,060",2365980,33369,457,9940,3976,234,16.94,6178,703783
7d,4/17/19,Special Events,"36,720,120",207540,50096,73,867,3642,20,176.93,6974,4759887
7d,4/17/19,Black Desert Online,"35,509,200",1829160,5948,248,3723,3522,181,19.41,19656,904547
7d,4/17/19,NBA 2K19,"34,368,060",3280380,10805,691,13742,3409,325,10.48,27854,717435
7d,4/17/19,Enter the Gungeon,"33,440,640",743160,19154,131,3709,3317,73,45,5321,687758
7d,4/17/19,The Elder Scrolls Online,"31,958,220",1211520,19806,219,3092,3170,120,26.38,7968,649242
7d,4/17/19,Games + Demos,"29,923,140",522600,24487,105,2240,2968,51,57.26,15021,606793
7d,4/17/19,FINAL FANTASY XIV Online,"28,494,960",2376840,15815,544,6271,2826,235,11.99,6938,509798
7d,4/17/19,Warcraft III: The Frozen Throne,"27,534,480",538680,8727,89,1133,2731,53,51.11,3375,453463
7d,4/17/19,Rust,"26,016,540",1523760,14509,256,4164,2581,151,17.07,13838,430640
7d,4/17/19,Age of Empires II,"25,890,840",209340,18811,47,677,2568,20,123.68,4772,372747
7d,4/17/19,Smite,"25,819,020",1855980,5738,349,5866,2561,184,13.91,7373,378543
7d,4/17/19,Heroes of the Storm,"25,384,980",1102800,16873,168,2952,2518,109,23.02,6198,584738
7d,4/18/19,League of Legends,"1,442,364,000",27658440,548157,3856,75072,143091,2743,52.15,433491,31960368
7d,4/18/19,Fortnite,"1,438,889,760",113775000,463731,20982,380676,142747,11287,12.65,1410194,25837146
7d,4/18/19,Grand Theft Auto V,"1,152,811,320",10563420,221439,1843,29284,114366,1047,109.13,548747,19144145
7d,4/18/19,Just Chatting,"836,026,320",12338460,188187,1848,56249,82939,1224,67.76,488257,22718773
7d,4/18/19,Hearthstone,"569,437,140",3353820,101058,527,11179,56491,332,169.79,94098,9076898
7d,4/18/19,Overwatch,"417,966,120",11604540,150129,2534,43096,41464,1151,36.02,93388,6210137
7d,4/18/19,Counter-Strike: Global Offensive,"415,660,800",12287160,313013,2228,50063,41236,1218,33.83,237163,13576703
7d,4/18/19,Dota 2,"404,073,960",6480840,139988,1330,15659,40086,642,62.35,136773,8530585
7d,4/18/19,Apex Legends,"350,934,540",29811660,199116,4421,109200,34814,2957,11.77,209906,9571973
7d,4/18/19,PLAYERUNKNOWN'S BATTLEGROUNDS,"257,718,900",11544360,122519,1702,30434,25567,1145,22.32,203948,7009892
7d,4/18/19,World of Warcraft,"218,143,620",8744880,87910,2475,21142,21641,867,24.95,62905,5935831
7d,4/18/19,Anno 1800,"145,831,140",2160300,73394,854,6075,14467,214,67.51,25013,3651019
7d,4/18/19,Auto Chess,"142,640,340",2044740,49979,324,5447,14150,202,69.76,30822,2767385
7d,4/18/19,Sekiro: Shadows Die Twice,"141,573,840",4837680,52873,812,23452,14045,479,29.26,30027,3066102
7d,4/18/19,FIFA 19,"135,683,160",3543900,45889,944,16281,13460,351,38.29,67898,2232353
7d,4/18/19,Escape From Tarkov,"122,993,760",3756840,35379,604,6870,12201,372,32.74,28798,2431890
7d,4/18/19,Tom Clancy's Rainbow Six: Siege,"122,817,000",10581660,37111,1791,45880,12184,1049,11.61,81245,2914905
7d,4/18/19,Dead by Daylight,"108,649,320",5707020,19751,834,18527,10778,566,19.04,39452,1722271
7d,4/18/19,World War Z,"107,498,400",1995060,135162,1182,10218,10664,197,53.88,27033,2927486
7d,4/18/19,Call of Duty: Black Ops 4,"100,717,380",12244320,64942,2253,41889,9991,1214,8.23,63868,1371898
7d,4/18/19,Music & Performing Arts,"86,854,680",3304560,18581,425,5853,8616,327,26.28,37439,1764628
7d,4/18/19,Minecraft,"83,397,900",5961360,36014,1039,23523,8273,591,13.99,71647,2009393
7d,4/18/19,Old School RuneScape,"74,732,820",1654920,15898,259,4047,7413,164,45.16,41224,988522
7d,4/18/19,Magic: The Gathering,"72,504,360",1273020,23493,222,3888,7192,126,56.95,15535,1278537
7d,4/18/19,Super Smash Bros. Ultimate,"69,068,880",1406880,46200,354,5133,6852,139,49.09,31523,1804663
7d,4/18/19,Rocket League,"68,939,460",3663900,53518,710,23149,6839,363,18.82,44052,1612288
7d,4/18/19,Slots,"65,912,520",532560,20517,95,906,6538,52,123.77,9089,542914
7d,4/18/19,Twitch Presents,"61,964,760",60480,18126,7,11,6147,6,1024.55,12681,5339076
7d,4/18/19,Talk Shows & Podcasts,"61,848,360",1024200,26677,185,4704,6135,101,60.39,12433,2666350
7d,4/18/19,StarCraft II,"60,761,700",1012440,23035,166,2972,6027,100,60.02,14832,1518488
